,Area,Room,Parking,Warehouse,Elevator,Price,Latitude,Longitude
817,83.0,2,True,True,True,2400000000.0,27.35134,35.69014
818,55.0,1,True,True,True,2000000000.0,38.029001,46.3738221
819,750.0,5,True,True,True,75000000000.0,0.0,0.0
820,62.0,2,True,True,True,2100000000.0,35.7675414,51.3303867
821,55.0,1,True,True,True,1900000000.0,-1.91667,31.25
822,75.0,2,True,True,False,1950000000.0,32.66367,-116.27363
823,95.0,2,True,True,True,4200000000.0,32.66367,-116.27363
824,89.0,2,True,True,True,3620000000.0,35.7592656,51.3042107
825,202.0,3,True,True,True,7474000000.0,48.03333,-0.7
826,51.0,1,True,True,False,1720000000.0,0.0,0.0
827,400.0,1,True,False,False,3000000000.0,35.5735353,51.0868332
828,145.0,3,True,True,True,7600000000.0,35.7675414,51.3303867
829,115.0,3,True,True,True,5000000000.0,35.7675414,51.3303867
830,130.0,3,True,True,True,8450000000.0,36.06,14.20889
831,62.0,1,False,True,False,950000000.0,29.6555,52.4791
832,94.0,2,True,True,True,3160000000.0,27.35134,35.69014
833,87.0,2,True,True,True,726000000.0,35.7371227,51.8172149
834,51.0,2,False,True,True,1050000000.0,35.6805059,51.362745
835,95.0,2,True,True,True,2870000000.0,27.35134,35.69014
836,80.0,2,True,True,True,2150000000.0,37.3024146,49.5496873
837,145.0,3,True,True,True,4300000000.0,35.7675414,51.3303867
838,155.0,3,True,True,True,9300000000.0,36.06,14.20889
839,88.0,2,True,True,True,3940000000.0,35.7069661,51.3056201
840,175.0,3,True,True,True,15225000000.0,0.0,0.0
841,94.0,2,True,True,True,4700000000.0,35.6737039,51.520322
842,89.0,2,True,True,True,3300000000.0,35.7863456,51.4611775
843,62.0,2,True,True,False,3400000000.0,29.6261456,52.4827192
844,136.0,3,True,True,True,7550000000.0,35.7675414,51.3303867
845,60.0,1,True,True,True,2450000000.0,45.7747,-86.5507
846,120.0,3,True,True,True,5000000000.0,0.0,0.0
847,137.0,3,True,True,True,1750000000.0,35.4784573,51.6824624
848,160.0,3,True,True,True,12500000000.0,36.06,14.20889
849,110.0,2,True,True,True,8800000000.0,29.4972462,52.2458117
850,71.0,2,True,True,False,940000000.0,33.468304,50.2491691
851,155.0,3,True,True,True,10000000000.0,36.06,14.20889
852,80.0,2,True,True,False,1110000000.0,33.468304,50.2491691
853,84.0,3,True,True,True,1590000000.0,33.468304,50.2491691
854,77.0,2,True,True,True,5544000000.0,0.0,0.0
855,74.0,2,True,True,True,4100000000.0,35.6737039,51.520322
856,130.0,3,True,True,True,5400000000.0,27.35134,35.69014
857,70.0,2,True,True,True,2400000000.0,0.0,0.0
858,75.0,2,False,True,True,389000000.0,35.477882,50.9469189
859,83.0,2,True,False,True,5000000000.0,29.6261456,52.4827192
860,65.0,1,True,True,True,3500000000.0,35.7592656,51.3042107
861,62.0,1,False,True,False,1100000000.0,29.6555,52.4791
862,140.0,3,True,True,True,1484000000.0,0.0,0.0
863,235.0,3,True,True,True,25900000000.0,0.0,0.0
864,102.0,2,True,True,True,8100000000.0,0.0,0.0
865,49.0,1,True,True,False,380000000.0,33.468304,50.2491691
866,250.0,3,True,True,False,45000000000.0,35.8160561,51.4709472
867,48.0,1,True,True,False,995000000.0,30.2687508,57.1051311
868,68.0,2,True,True,False,1550000000.0,33.890332,48.7627407
869,128.0,3,True,True,True,5200000000.0,38.044412,46.4018738
870,60.0,1,True,True,True,1380000000.0,33.890332,48.7627407
871,85.0,2,True,True,True,3200000000.0,0.0,0.0
872,85.0,2,True,True,True,565000000.0,35.5478513,51.2318676
873,78.0,2,True,False,False,550000000.0,35.5478513,51.2318676
874,38.0,1,True,True,False,850000000.0,33.890332,48.7627407
875,92.0,2,True,False,True,2760000000.0,33.890332,48.7627407
876,95.0,2,True,True,True,4650000000.0,35.6737039,51.520322
877,105.0,3,True,True,True,3900000000.0,38.029001,46.3738221
878,92.0,2,False,False,True,550000000.0,35.7371227,51.8172149
879,76.0,2,True,True,False,2400000000.0,32.66367,-116.27363
880,85.0,2,True,True,True,1250000000.0,33.5726096,52.4093026
881,161.0,3,True,True,True,15350000000.0,0.0,0.0
882,85.0,2,True,True,True,1250000000.0,33.5726096,52.4093026
883,50.0,1,True,False,True,750000000.0,35.5989911,51.4357865
884,78.0,2,True,True,True,2650000000.0,32.66367,-116.27363
885,54.0,1,True,True,True,2150000000.0,38.029001,46.3738221
886,100.0,2,True,True,True,3800000000.0,27.35134,35.69014
887,100.0,2,True,True,True,3500000000.0,38.029001,46.3738221
888,110.0,3,True,True,True,2330000000.0,37.3024146,49.5496873
889,57.0,1,True,True,True,2050000000.0,38.029001,46.3738221
890,63.0,2,True,True,False,870000000.0,33.468304,50.2491691
891,100.0,2,True,True,True,3600000000.0,35.7001565,51.3447089
892,80.0,1,False,True,False,560000000.0,35.7749162,51.3102689
893,115.0,2,True,True,True,4200000000.0,38.029001,46.3738221
894,68.0,1,True,True,False,1950000000.0,32.66367,-116.27363
895,75.0,2,True,True,True,2350000000.0,38.029001,46.3738221
896,48.0,1,True,True,False,1900000000.0,32.66367,-116.27363
897,75.0,2,True,True,False,2450000000.0,32.66367,-116.27363
898,115.0,2,True,True,True,5000000000.0,35.6737039,51.520322
899,106.0,2,True,True,True,3500000000.0,38.029001,46.3738221
900,56.0,1,True,True,True,1980000000.0,38.029001,46.3738221
901,58.0,1,True,True,True,2080000000.0,38.029001,46.3738221
902,95.0,2,True,True,True,3700000000.0,35.7592656,51.3042107
903,50.0,1,True,True,True,1900000000.0,32.66367,-116.27363
904,60.0,2,True,True,False,2100000000.0,35.7592656,51.3042107
905,60.0,1,True,True,True,1920000000.0,38.029001,46.3738221
906,92.0,2,True,True,False,2500000000.0,33.1236709,46.1667015
907,57.0,1,True,True,True,2300000000.0,32.66367,-116.27363
908,72.0,2,True,True,False,2300000000.0,32.66367,-116.27363
909,71.0,2,True,True,False,2280000000.0,38.029001,46.3738221
910,123.0,2,True,True,True,3600000000.0,0.0,0.0
911,50.0,1,True,True,True,1950000000.0,32.66367,-116.27363
912,58.0,1,True,True,True,1850000000.0,27.35134,35.69014
913,54.0,1,True,True,True,2050000000.0,38.029001,46.3738221
914,85.0,2,True,True,True,2350000000.0,27.35134,35.69014
915,85.0,2,True,True,True,3450000000.0,32.66367,-116.27363
916,125.0,3,False,True,True,1300000000.0,36.2859112,50.0046227
917,55.0,1,True,True,True,1920000000.0,38.029001,46.3738221
918,72.0,2,True,True,True,2500000000.0,32.66367,-116.27363
919,58.0,1,True,True,True,1850000000.0,27.35134,35.69014
920,115.0,2,True,True,True,5200000000.0,38.029001,46.3738221
921,100.0,2,True,True,True,3450000000.0,32.66367,-116.27363
922,116.0,2,True,True,True,4170000000.0,-1.91667,31.25
923,105.0,2,True,True,True,3250000000.0,-1.91667,31.25
924,60.0,1,True,True,False,1800000000.0,38.029001,46.3738221
925,53.0,1,True,True,True,2120000000.0,45.7747,-86.5507
926,55.0,1,True,True,True,1780000000.0,38.029001,46.3738221
927,76.0,2,True,True,True,2250000000.0,38.029001,46.3738221
928,111.0,3,True,True,True,3500000000.0,-1.91667,31.25
929,77.0,2,True,True,True,2150000000.0,37.1984436,55.070672
930,58.0,1,True,True,True,1860000000.0,38.029001,46.3738221
931,94.0,2,True,True,False,3200000000.0,0.0,0.0
932,58.0,1,True,True,True,1880000000.0,27.35134,35.69014
933,108.0,2,True,True,True,3300000000.0,37.1984436,55.070672
934,56.0,1,True,True,True,2000000000.0,45.7747,-86.5507
935,84.0,2,True,True,True,3250000000.0,0.0,0.0
936,60.0,2,True,True,True,1950000000.0,37.0,46.0
937,53.0,1,False,True,True,470000000.0,35.7371227,51.8172149
938,73.0,2,True,True,True,2555000000.0,33.890332,48.7627407
939,73.0,2,False,False,True,1970000000.0,33.890332,48.7627407
940,150.0,3,True,True,True,5100000000.0,33.890332,48.7627407
941,114.0,2,True,True,True,3762000000.0,33.890332,48.7627407
942,66.0,2,True,True,True,1585000000.0,35.7001565,51.3447089
943,53.0,1,False,True,True,540000000.0,35.7371227,51.8172149
944,125.0,3,True,True,True,4000000000.0,33.890332,48.7627407
945,145.0,3,True,True,True,13625000000.0,0.0,0.0
946,197.0,3,True,True,True,18715000000.0,35.8091055,51.4553023
947,105.0,2,True,True,True,4000000000.0,35.8144372,51.4154622
948,135.0,3,True,True,True,4050000000.0,0.0,0.0
949,137.0,3,True,True,True,4660000000.0,29.9642239,52.8529862
950,90.0,2,True,True,False,3200000000.0,35.7592656,51.3042107
951,125.0,2,True,True,True,6625000000.0,0.0,0.0
952,175.0,3,True,True,True,15500000000.0,0.0,0.0
953,52.0,1,True,True,True,2300000000.0,38.029001,46.3738221
954,110.0,3,True,True,True,3100000000.0,-1.91667,31.25
955,110.0,3,True,True,True,3100000000.0,-1.91667,31.25
956,112.0,2,True,False,True,3300000000.0,-1.91667,31.25
957,65.0,2,True,True,True,2150000000.0,35.6737039,51.520322
958,48.0,1,True,True,True,400000000.0,33.468304,50.2491691
959,105.0,2,True,True,True,2800000000.0,-1.91667,31.25
960,56.0,1,True,True,True,2240000000.0,27.35134,35.69014
961,108.0,2,True,True,True,1900000000.0,37.1984436,55.070672
962,78.0,2,True,True,True,2920000000.0,0.0,0.0
963,85.0,2,True,True,True,520000000.0,35.477882,50.9469189
964,105.0,2,True,True,True,535000000.0,35.7371227,51.8172149
965,145.0,3,True,True,True,11000000000.0,29.4972462,52.2458117
966,145.0,3,True,True,True,8990000000.0,35.7675414,51.3303867
967,140.0,3,True,True,True,6200000000.0,35.7675414,51.3303867
968,66.0,2,True,True,True,1580000000.0,35.7001565,51.3447089
969,121.0,3,True,True,True,3650000000.0,-1.91667,31.25
970,105.0,2,True,True,True,3250000000.0,-1.91667,31.25
971,150.0,2,False,True,True,1200000000.0,0.0,0.0
972,98.0,2,True,True,True,4480000000.0,35.7592656,51.3042107
973,108.0,2,True,True,True,3350000000.0,-1.91667,31.25
974,95.0,2,True,True,True,2600000000.0,35.7001565,51.3447089
975,64.0,1,False,False,True,900000000.0,36.1252749,50.5310841
976,75.0,1,True,False,True,1875000000.0,36.1252749,50.5310841
977,50.0,1,True,True,True,1950000000.0,32.66367,-116.27363
978,90.0,2,True,True,True,2500000000.0,-1.91667,31.25
979,93.0,2,True,True,True,1510000000.0,36.1252749,50.5310841
980,148.0,3,True,True,True,5750000000.0,-1.91667,31.25
981,64.0,1,False,True,False,1050000000.0,35.6886157,51.3813448
982,114.0,2,True,True,True,3600000000.0,-1.91667,31.25
983,107.0,2,True,True,True,3500000000.0,-1.91667,31.25
984,113.0,2,True,True,True,3270000000.0,-1.91667,31.25
985,115.0,2,True,True,True,7400000000.0,0.0,0.0
986,115.0,2,True,True,True,3600000000.0,-1.91667,31.25
987,120.0,2,True,True,True,8400000000.0,35.7728779,51.4381024
988,76.0,2,True,True,True,2700000000.0,35.7592656,51.3042107
989,106.0,2,True,True,True,4520000000.0,0.0,0.0
990,105.0,2,True,True,True,6900000000.0,0.0,0.0
991,87.0,2,False,False,True,1570000000.0,35.5989911,51.4357865
992,68.0,2,True,True,True,1970000000.0,35.7001565,51.3447089
993,165.0,3,True,True,True,5250000000.0,35.7001565,51.3447089
994,365.0,4,True,True,True,47450000000.0,0.0,0.0
995,175.0,3,True,True,True,15500000000.0,29.6261456,52.4827192
996,50.0,1,True,True,True,1950000000.0,32.66367,-116.27363
997,70.0,2,True,True,True,4800000000.0,29.4972462,52.2458117
998,165.0,3,True,True,True,10230000000.0,38.044412,46.4018738
999,115.0,2,True,True,True,5080000000.0,35.7592656,51.3042107
1000,93.0,2,True,False,True,2900000000.0,27.35134,35.69014
1001,181.0,3,True,True,True,13000000000.0,38.044412,46.4018738
1002,57.0,1,True,True,True,1600000000.0,35.7001565,51.3447089
1003,175.0,3,True,True,True,11375000000.0,38.044412,46.4018738
1004,146.0,3,True,True,True,8500000000.0,38.044412,46.4018738
1005,135.0,3,True,True,True,6200000000.0,38.044412,46.4018738
1006,50.0,1,True,True,True,1980000000.0,0.0,0.0
1007,110.0,2,True,True,True,535000000.0,35.7371227,51.8172149
1008,108.0,2,True,True,True,7000000000.0,38.0494921,46.3551571
1009,121.0,3,True,True,True,610000000.0,35.7371227,51.8172149
1010,220.0,3,True,True,True,35200000000.0,35.7898612,51.4262023
1011,240.0,4,True,True,True,38500000000.0,35.7898612,51.4262023
1012,90.0,2,True,True,True,5500000000.0,0.0,0.0
1013,117.0,2,True,True,True,12500000000.0,35.8160561,51.4709472
1014,142.0,3,True,True,True,7550000000.0,35.7675414,51.3303867
1015,55.0,1,True,True,False,1950000000.0,32.66367,-116.27363
1016,85.0,2,True,True,True,3300000000.0,35.6737039,51.520322
1017,162.0,3,True,True,True,16300000000.0,35.8160561,51.4709472
1018,100.0,2,True,True,True,6500000000.0,35.8055509,51.480843
1019,165.0,3,True,True,True,12400000000.0,36.06,14.20889
1020,150.0,3,True,True,True,15000000000.0,35.8160561,51.4709472
1021,83.0,2,True,True,True,1450000000.0,13.00715,76.0962
1022,200.0,3,True,False,True,10000000000.0,37.77306,42.09083
1023,95.0,2,True,True,True,6700000000.0,32.6251671,51.6826459
1024,82.0,2,True,True,True,2350000000.0,-1.91667,31.25
1025,112.0,3,True,True,True,5600000000.0,35.6737039,51.520322
1026,96.0,2,True,True,True,3900000000.0,0.0,0.0
1027,86.0,3,True,True,True,425000000.0,35.477882,50.9469189
1028,105.0,2,True,True,True,940000000.0,35.7371227,51.8172149
1029,115.0,2,True,True,True,3280000000.0,35.7001565,51.3447089
1030,87.0,2,True,True,True,3000000000.0,27.35134,35.69014
1031,165.0,3,True,True,True,11500000000.0,35.7961378,51.4710658
1032,135.0,3,True,True,True,7425000000.0,38.044412,46.4018738
1033,110.0,2,True,True,True,3670000000.0,45.7747,-86.5507
1034,80.0,2,True,True,True,3500000000.0,0.0,0.0
1035,66.0,2,True,True,True,1800000000.0,0.0,0.0
1036,88.0,2,True,True,True,1550000000.0,13.00715,76.0962
1037,70.0,1,True,True,False,870000000.0,35.7749162,51.3102689
1038,130.0,3,True,True,True,5600000000.0,45.7747,-86.5507
1039,87.0,2,True,True,True,3000000000.0,0.0,0.0
1040,86.0,2,True,True,True,4500000000.0,0.0,0.0
1041,62.0,1,True,True,True,2400000000.0,0.0,0.0
1042,125.0,3,True,True,True,6300000000.0,35.7675414,51.3303867
1043,87.0,2,True,True,True,725000000.0,35.7371227,51.8172149
1044,70.0,2,True,True,True,2000000000.0,0.0,0.0
1045,65.0,2,True,True,True,2700000000.0,0.0,0.0
1046,64.0,2,True,True,True,2100000000.0,0.0,0.0
1047,62.0,2,True,True,True,2200000000.0,0.0,0.0
1048,70.0,2,True,True,True,2500000000.0,0.0,0.0
1049,140.0,3,True,True,True,8000000000.0,0.0,0.0
1050,125.0,3,True,True,True,7100000000.0,0.0,0.0
1051,68.0,2,True,True,True,2100000000.0,0.0,0.0
1052,67.0,2,True,False,False,2200000000.0,32.66367,-116.27363
1053,64.0,2,True,True,True,2050000000.0,0.0,0.0
1054,64.0,2,True,True,False,1500000000.0,37.3024146,49.5496873
1055,95.0,2,True,True,False,3900000000.0,0.0,0.0
1056,97.0,2,True,True,True,770000000.0,35.7371227,51.8172149
1057,136.0,3,True,True,True,4300000000.0,-1.91667,31.25
1058,70.0,1,True,True,True,2400000000.0,32.66367,-116.27363
1059,85.0,2,True,True,True,1507000000.0,13.00715,76.0962
1060,105.0,2,True,True,True,950000000.0,35.7371227,51.8172149
1061,50.0,1,True,False,True,1900000000.0,0.0,0.0
1062,57.0,1,True,True,True,2750000000.0,0.0,0.0
1063,121.0,3,True,True,True,610000000.0,35.7371227,51.8172149
1064,95.0,2,True,True,True,3300000000.0,32.66367,-116.27363
1065,65.0,2,True,True,True,2380000000.0,32.66367,-116.27363
1066,100.0,2,False,True,False,2000000000.0,35.6942692,51.2558471
1067,128.0,3,True,True,True,3950000000.0,35.7812574,51.4493246
1068,93.0,2,True,True,True,6000000000.0,0.0,0.0
1069,75.0,2,True,True,True,1275000000.0,13.00715,76.0962
1070,133.0,4,True,True,False,4700000000.0,37.3024146,49.5496873
1071,100.0,2,True,True,True,4450000000.0,0.0,0.0
1072,140.0,3,True,True,True,4800000000.0,-1.91667,31.25
1073,92.0,2,True,True,True,3570000000.0,35.7592656,51.3042107
1074,120.0,2,True,True,False,4500000000.0,37.6158445,47.8717435
1075,45.0,1,True,True,False,1030000000.0,37.3024146,49.5496873
1076,130.0,2,True,True,False,6890000000.0,0.0,0.0
1077,95.0,2,False,True,True,2185000000.0,33.9091716,48.7277881
1078,150.0,3,False,False,False,10500000000.0,0.0,0.0
1079,72.0,2,True,True,True,1206000000.0,13.00715,76.0962
1080,60.0,1,True,True,True,3350000000.0,35.7592656,51.3042107
1081,190.0,3,True,True,True,12000000000.0,0.0,0.0
1082,125.0,2,True,True,True,9750000000.0,36.06,14.20889
1083,90.0,2,True,True,True,3420000000.0,0.0,0.0
1084,105.0,2,True,True,True,4100000000.0,27.35134,35.69014
1085,90.0,2,True,True,True,2850000000.0,35.6737039,51.520322
1086,102.0,2,True,True,True,5600000000.0,0.0,0.0
1087,50.0,1,True,True,True,1500000000.0,35.7001565,51.3447089
1088,66.0,2,True,True,False,2250000000.0,35.7675414,51.3303867
1089,125.0,3,True,True,True,8750000000.0,35.7346597,51.4045663
1090,132.0,3,True,True,True,2050000000.0,35.477882,50.9469189
1091,103.0,2,True,True,True,4300000000.0,35.7592656,51.3042107
1092,270.0,5,True,True,False,13500000000.0,35.7346597,51.4045663
1093,130.0,2,True,True,True,4180000000.0,35.6737039,51.520322
1094,77.0,2,True,True,False,2020000000.0,0.0,0.0
1095,71.0,1,True,True,True,2300000000.0,0.0,0.0
1096,160.0,3,True,True,True,8320000000.0,37.6158445,47.8717435
1097,110.0,2,True,True,True,3410000000.0,35.6737039,51.520322
1098,75.0,2,True,True,True,1980000000.0,35.6737039,51.520322
1099,75.0,2,True,True,True,2400000000.0,35.6737039,51.520322
1100,85.0,2,True,True,True,4500000000.0,0.0,0.0
1101,225.0,3,True,True,True,15750000000.0,35.7720416,51.4731866
1102,130.0,3,True,True,True,8500000000.0,29.4972462,52.2458117
1103,73.0,2,True,True,True,1679000000.0,13.00715,76.0962
1104,95.0,2,True,True,True,5500000000.0,29.4972462,52.2458117
1105,250.0,4,True,True,False,35000000000.0,36.06,14.20889
1106,65.0,2,True,True,True,1750000000.0,30.2687508,57.1051311
1107,64.0,2,True,True,True,2090000000.0,37.0,46.0
1108,94.0,2,True,True,True,4130000000.0,-31.4114301,-64.4848241
1109,110.0,2,True,True,True,375000000.0,35.7371227,51.8172149
1110,105.0,2,True,True,True,550000000.0,35.7371227,51.8172149
1111,145.0,3,True,True,True,9000000000.0,35.7720416,51.4731866
1112,105.0,2,True,True,True,875000000.0,35.7371227,51.8172149
1113,120.0,2,True,True,True,12000000000.0,35.7961378,51.4710658
1114,100.0,2,True,True,True,3100000000.0,0.0,0.0
1115,115.0,2,True,True,True,3800000000.0,35.7164354,51.396155
1116,100.0,2,False,True,True,3300000000.0,27.35134,35.69014
1117,63.0,1,True,True,True,1280000000.0,35.7001565,51.3447089
1118,55.0,1,False,False,False,1900000000.0,32.66367,-116.27363
1119,220.0,3,True,True,True,15400000000.0,35.7720416,51.4731866
1120,123.0,3,True,True,True,3300000000.0,34.4843,47.0532
1121,81.0,2,True,True,True,1420000000.0,13.00715,76.0962
1122,130.0,3,True,True,True,2800000000.0,37.3024146,49.5496873
1123,108.0,2,True,True,True,7700000000.0,29.6261456,52.4827192
1124,135.0,3,True,True,True,2950000000.0,29.6555,52.4791
1125,82.0,2,True,True,True,3500000000.0,32.66367,-116.27363
1126,120.0,2,True,True,True,4250000000.0,0.0,0.0
1127,303.0,3,True,True,True,30000000000.0,35.8055509,51.480843
1128,200.0,3,True,True,True,18000000000.0,35.7947191,51.5006754
1129,50.0,1,True,True,True,1850000000.0,35.6737039,51.520322
1130,80.0,2,True,True,True,3550000000.0,35.6737039,51.520322
1131,100.0,2,True,True,True,1100000000.0,35.7371227,51.8172149
1132,85.0,2,True,True,True,2380000000.0,35.6737039,51.520322
1133,44.0,1,True,True,False,1390000000.0,35.6737039,51.520322
1134,115.0,2,True,True,True,8200000000.0,35.8035771,51.428302
1135,75.0,2,True,True,True,2930000000.0,0.0,0.0
1136,65.0,1,True,True,True,2220000000.0,35.6737039,51.520322
1137,86.0,2,True,True,True,3480000000.0,35.7592656,51.3042107
1138,106.0,2,True,True,True,5700000000.0,35.7346597,51.4045663
1139,203.0,3,True,True,True,36000000000.0,35.8076813,51.4163789
1140,92.0,2,True,True,True,2700000000.0,27.35134,35.69014
1141,62.0,1,True,True,True,2170000000.0,0.0,0.0
1142,92.0,2,True,True,True,6700000000.0,29.6261456,52.4827192
1143,180.0,3,True,True,True,9900000000.0,29.6261456,52.4827192
1144,85.0,2,True,True,True,3150000000.0,35.7592656,51.3042107
1145,60.0,1,True,True,True,3300000000.0,29.4972462,52.2458117
1146,100.0,2,True,True,True,3400000000.0,38.029001,46.3738221
1147,100.0,2,True,True,True,5100000000.0,0.0,0.0
1148,121.0,2,True,True,True,7500000000.0,29.636067,52.523578
1149,63.0,1,True,True,True,5600000000.0,35.7961378,51.4710658
1150,98.0,2,True,True,True,4400000000.0,32.66367,-116.27363
1151,67.0,2,True,True,True,3500000000.0,29.6261456,52.4827192
1152,87.0,2,True,True,True,2830000000.0,32.66367,-116.27363
1153,115.0,3,True,True,True,5300000000.0,29.6261456,52.4827192
1154,49.0,1,False,False,True,2300000000.0,35.7675414,51.3303867
1155,40.0,0,False,True,False,650000000.0,35.7001565,51.3447089
1156,130.0,3,True,True,True,8000000000.0,35.7346597,51.4045663
1157,144.0,3,True,True,False,8000000000.0,29.6261456,52.4827192
1158,66.0,2,True,True,True,1585000000.0,35.7001565,51.3447089
1159,53.0,1,True,True,True,2430000000.0,0.0,0.0
1160,88.0,2,True,True,True,3400000000.0,35.7592656,51.3042107
1161,105.0,2,True,True,True,3900000000.0,0.0,0.0
1162,90.0,2,True,True,True,6560000000.0,35.7898688,51.4424705
1163,125.0,2,True,True,True,11250000000.0,35.8091055,51.4553023
1164,75.0,2,True,True,True,2150000000.0,35.7160834,51.3435808
1165,170.0,3,True,True,True,17000000000.0,35.8160561,51.4709472
1166,204.0,3,True,True,True,32640000000.0,35.7898612,51.4262023
1167,95.0,2,True,True,True,3600000000.0,45.7747,-86.5507
1168,54.0,1,True,True,False,500000000.0,33.468304,50.2491691
1169,98.0,2,True,True,True,3220000000.0,27.35134,35.69014
1170,90.0,2,True,True,True,3600000000.0,45.7747,-86.5507
1171,97.0,2,True,True,True,3800000000.0,45.7747,-86.5507
1172,71.0,2,True,True,True,2530000000.0,38.029001,46.3738221
1173,150.0,3,True,True,True,12000000000.0,36.06,14.20889
1174,116.0,3,True,True,True,8100000000.0,29.6261456,52.4827192
1175,120.0,2,True,True,True,8600000000.0,29.4972462,52.2458117
1176,79.0,2,True,True,True,2400000000.0,32.66367,-116.27363
1177,79.0,2,True,True,True,3100000000.0,32.66367,-116.27363
1178,135.0,2,True,True,True,10000000000.0,0.0,0.0
1179,110.0,2,True,True,True,3950000000.0,32.66367,-116.27363
1180,75.0,2,True,True,False,1890000000.0,27.35134,35.69014
1181,110.0,3,True,True,True,4700000000.0,27.35134,35.69014
1182,87.0,2,True,True,True,3800000000.0,32.66367,-116.27363
1183,75.0,2,True,True,True,3750000000.0,35.7675414,51.3303867
1184,108.0,2,True,True,True,3950000000.0,32.66367,-116.27363
1185,110.0,2,True,True,True,5700000000.0,35.7592656,51.3042107
1186,100.0,2,True,True,True,5100000000.0,27.35134,35.69014
1187,63.0,1,True,True,True,1280000000.0,35.7001565,51.3447089
1188,140.0,3,True,True,True,9200000000.0,36.06,14.20889
1189,72.0,2,True,True,False,2113000000.0,0.0,0.0
1190,73.0,2,True,True,False,2108000000.0,0.0,0.0
1191,145.0,3,True,True,True,12325000000.0,35.8091055,51.4553023
1192,75.0,2,True,True,False,2385000000.0,0.0,0.0
1193,92.0,2,True,True,True,6300000000.0,35.7346597,51.4045663
1194,80.0,2,True,True,True,2220000000.0,0.0,0.0
1195,127.0,2,True,True,True,8890000000.0,35.7863456,51.4611775
1196,66.0,2,True,True,True,1585000000.0,35.7001565,51.3447089
1197,74.0,2,True,True,True,3920000000.0,35.7346597,51.4045663
1198,105.0,3,True,True,True,1260000000.0,35.477882,50.9469189
1199,112.0,3,True,True,False,1400000000.0,35.477882,50.9469189
1200,120.0,2,True,True,True,7500000000.0,36.06,14.20889
1201,123.0,3,True,True,True,500000000.0,35.7371227,51.8172149
1202,140.0,3,True,True,True,10000000000.0,36.06,14.20889
1203,63.0,1,True,True,True,3500000000.0,35.7675414,51.3303867
1204,56.0,1,True,True,True,1950000000.0,35.7675414,51.3303867
1205,105.0,2,True,True,True,4350000000.0,45.7747,-86.5507
1206,97.0,2,True,True,True,5000000000.0,35.7346597,51.4045663
1207,140.0,3,True,True,True,9200000000.0,31.0,36.0
1208,60.0,2,True,True,False,1650000000.0,35.7592656,51.3042107
1209,100.0,2,True,True,True,500000000.0,35.7371227,51.8172149
1210,54.0,1,False,True,True,2000000000.0,35.7675414,51.3303867
1211,90.0,2,True,True,True,6000000000.0,35.7863456,51.4611775
1212,92.0,2,True,True,True,3950000000.0,45.7747,-86.5507
1213,65.0,2,False,True,False,1900000000.0,45.7747,-86.5507
1214,76.0,2,True,True,True,896000000.0,33.468304,50.2491691
1215,72.0,2,True,True,True,2600000000.0,0.0,0.0
1216,135.0,3,True,True,True,11500000000.0,35.7961378,51.4710658
1217,54.0,1,False,True,True,2000000000.0,35.7675414,51.3303867
1218,87.0,2,True,True,True,500000000.0,35.7371227,51.8172149
1219,255.0,3,True,True,True,26000000000.0,35.7961378,51.4710658
1220,100.0,2,True,True,False,4300000000.0,35.7346597,51.4045663
1221,194.0,2,True,True,True,19845000000.0,35.8160561,51.4709472
1222,600.0,2,True,True,True,9150000000.0,35.7898688,51.4424705
1223,160.0,3,True,True,True,13500000000.0,29.4972462,52.2458117
1224,98.0,2,True,True,True,6958000000.0,0.0,0.0
1225,133.0,3,False,False,False,1600000000.0,33.468304,50.2491691
1226,108.0,2,True,True,True,5616000000.0,32.66367,-116.27363
1227,76.0,2,True,True,True,2800000000.0,27.35134,35.69014
1228,73.0,2,True,True,True,1230000000.0,38.4887757,44.3415821
1229,76.0,2,True,True,True,3150000000.0,0.0,0.0
1230,80.0,2,True,True,True,3680000000.0,0.0,0.0
1231,92.0,2,True,True,True,6600000000.0,0.0,0.0
1232,130.0,2,True,True,True,8500000000.0,35.7898688,51.4424705
1233,71.0,2,True,True,True,1640000000.0,35.6671035,51.3507428
1234,56.0,1,True,True,True,1900000000.0,35.6737039,51.520322
1235,105.0,2,True,True,True,890000000.0,35.7371227,51.8172149
1236,110.0,2,True,True,True,3750000000.0,32.66367,-116.27363
1237,93.0,2,True,True,True,4370000000.0,35.7592656,51.3042107
1238,179.0,3,True,True,True,9645000000.0,29.6261456,52.4827192
1239,100.0,2,True,True,True,6200000000.0,35.7728779,51.4381024
1240,110.0,3,True,True,True,5200000000.0,29.4972462,52.2458117
1241,98.0,2,True,True,True,4850000000.0,0.0,0.0
1242,101.0,2,True,True,True,5550000000.0,29.4972462,52.2458117
1243,105.0,2,True,True,True,800000000.0,35.7371227,51.8172149
1244,157.0,3,True,True,True,9850000000.0,35.7720416,51.4731866
1245,180.0,3,True,True,True,9900000000.0,29.6261456,52.4827192
1246,90.0,2,True,True,True,1620000000.0,13.00715,76.0962
1247,120.0,3,True,True,True,1272000000.0,-1.91667,31.25
1248,303.0,4,True,True,True,48000000000.0,35.8066647,51.4013931
1249,60.0,1,True,True,True,3250000000.0,35.7346597,51.4045663
